WORD,POS_TAG,COUNT
원수,NNG,15
맻,NR,3
오십억,NNG,8
부패,NNG,9
육십억,NNG,41
충청도,NNG,41
씨제이,NNP,1
이조,NNP,39
강동원,NNP,2
타락하,VV,4
차가워지,VV,3
폭락,NNG,7
오포,NNP,2
명문,NNG,9
천구백,NR,39
장동건,NNP,1
공포심,NNG,41
토익,NNG,41
롤드컵,NNG,41
구구구구,MAG,40
잇,NNG,40
뻐스,NNG,16
임,NNG,21
빵야,NNG,1
헤딩,NNG,1
야옹아,MAG,40
코너킥,NNG,1
우렁차,VA,3
귀끼,VV,40
에,NNG,21
흙투성이,NNG,40
떠보,VV,9
골프공,NNG,14
가가,NNG,34
슬,NNG,40
치솟,VV,11
데,JX,12
태,NNP,32
급히,MAG,6
생,,40
할리,NNP,2
비웃,VV,39
ㄴ대니까,EC,2
못마땅하,VA,1
위조하,VV,1
먼데,NNG,2
불특정,NNG,40
작정하,VV,1
열망,NNG,4
나랏말싸미,NNP,24
산들씨,NNG,38
유가족,NNG,1
퇴직자,NNG,1
간장찜,NNG,40
칼칼하고,NNG,40
약재나무,NNG,38
가시오가피,NNG,40
정보화,NNG,10
중자,NNG,38
차츰,MAG,3
대꾸하,VV,2
는냐,EF,40
다든가,EC,2
평영,NNG,14
전원생활,NNG,6
시루떡,NNG,2
활약하,VV,5
견제하,VV,1
인셉션,NNP,30
이진,NNG,21
정들,VV,23
종이책,NNG,32
표절,NNG,4
드라이버,NNP,22
냐면서,EC,5
중하,VA,4
단속하,VV,1
시사성,NNG,40
단성사,NNG,20
안양산,NNG,20
동구,NNP,2
십계,NNP,38
태양광,NNG,15
후딱,MAG,10
동지,NNG,14
마루타,NNG,20
새끼줄,NNG,1
샬롯,NNP,19
걸캅스,NNP,7
메가박스,NNP,10
사교,NNG,1
결함,NNG,5
그래,NNP,18
빽가,NNP,7
순진하,VA,3
자유자재,NNG,5
공략하,VV,1
관여하,VV,9
유니클로,NNP,21
코리안,NNG,22
분발,NNG,2
동심,NNG,5
까메오,NNG,31
장롱면허,NNG,27
내외,NNG,12
들려오,VV,13
수화물,NNG,3
정동진,NNP,17
용납,NNG,1
던지,SF,40
연길,NNP,8
소분,NNG,1
하루하,VV,24
수뇌부,NNG,1
이삭,NNG,6
풋살,NNG,2
그럴듯하,VA,40
딸칵,EC,40
천구백오십,NR,40
펀센트,NNB,40
초원들쥐,NNP,40
에어비엔비,NNG,40
테넷,NNP,40
수험료,NNG,40
여전사,NNG,40
서봉총,NNP,40
성게알,NNG,40
꽂이,NNG,7
귀청소,NNG,1
높이높,NNG,39
밀림,NNG,2
우스꽝스럽,VA,4
래,MAG,39
꽃심,NNG,39
민이,NNP,3
곱,NNG,5
잠자리채,NNG,1
귓속말하,VV,1
딸기타르트,NNG,39
사각형,NNG,39
모닥불,NNG,3
사과밭,NNG,39
썪,VV,17
겨울집,NNG,2
모,VV,31
이러,XR,39
술,NNB,3
몽,NNP,6
매이,VV,3
기울,VV,5
가면,NNG,12
세로,NNG,36
오락실,NNG,8
금동,NNG,39
개스,NNG,12
잠깐잠깐,NNG,23
짙어지,VV,2
전미선,NNP,13
이데올로기,NNG,8
공권력,NNG,1
잔혹하,VA,2
부기,NNG,9
자작자작,NNG,39
다글다글,MAG,38
아리아,NNG,2
허무,NNG,20
만회,NNG,2
뿔소,NNG,2
발산하,VV,4
고흐,NNP,2
무궁무진,NNG,39
자몽,NNG,13
일딴,NNG,37
산림욕장,NNG,18
증도,NNP,37
강성연,NNP,9
우뚝,MAG,2
주니어,NNG,2
켤레,NNB,3
들락날락,MAG,4
해지하,VV,6
지바고,NNP,1
제정신,NNG,10
신축,NNG,13
즉흥,NNG,6
여파,NNG,4
앙상하,VA,3
방문객,NNG,9
딛,VV,2
거금,NNG,1
부수,NNG,1
풍파,NNG,4
붐비,VV,6
웨스턴,NNP,13
불투명하,VA,18
동강이,NNG,38
오죽,MAG,7
폐쇄되,VV,4
이원,NNG,4
오심,NNG,1
에러,NNG,19
안성기,NNP,1
전액,NNG,6
홍어회,NNG,25
버스킹,NNG,25
지근,NNG,38
전시되,VV,13
도래하,VV,4
조명하,VV,1
흡수력,NNG,1
씨씨,NNG,15
토정비결,NNG,27
채용,NNG,18
풍자하,VV,2
오르막,NNG,3
심슨,NNP,7
커피점,NNG,15
붙박이장,NNG,8
회동,NNG,3
재치,NNG,6
일수,NNG,9
선운사,NNP,1
차단,NNG,17
롱패딩,NNG,38
남북,NNG,4
빤짝짝짝,MAG,39
혼잣말,NNG,39
털날림,NNG,39
바론,NNG,39
티이에스,NNP,39
삐비빅,NNG,35
롭,XSA,5
나나,NNP,25
짝,VA,7
움,NNG,28
단뛰기,NNG,38
위인전,NNG,3
당근주스,NNG,38
한데,MAG,6
쫒겨나,VV,26
하테,JX,37
꼬리잡기,NNG,38
팔딱거리,VA,38
미키마우스,NNP,36
라,VV,8
끔,,38
요란하,VA,2
어,VA,36
씹기,NNG,36
미화,NNG,15
요점,NNG,10
시크릿,NNP,37
띡,MAG,1
이집,NNG,38
볼록하,VA,4
교보문고,NNP,4
ㄹ래,EC,17
엎어지,VV,29
액체,NNG,11
수북하,VA,18
하인드,NNG,38
두드러기,NNG,5
난치병,NNG,1
협박,NNG,3
들가,VV,36
리액션,NNG,5
직업군,NNG,10
탐관오리,NNG,38
거주지,NNG,5
적정가,NNG,37
안전법,NNG,27
가시난,NNG,38
고역,NNG,3
짱아치,NNG,2
과민,NNG,3
김치묵은지,NNG,17
그룹들,NNG,38
비약,NNG,37
내과,NNG,4
데뷔하,VV,8
손칼국수,NNG,1
침략,NNG,6
기로,NNG,1
유행가,NNG,2
전파하,VV,4
경서,NNG,27
전봇대,NNG,5
상갓집,NNG,19
러닝,NNG,14
파탄,NNG,2
부진,NNG,8
엠티,NNG,4
낙동강,NNP,14
고되,VA,8
무협,NNG,24
평론가,NNG,4
더미,NNG,5
불문하,VV,1
이야기꾼,NNG,38
거리상,NNG,38
산마늘,NNG,7
의암길,NNG,38
장모님,NNG,38
묽어지,VV,1
지불,NNG,8
쇳가루,NNG,23
강낭콩,NNG,10
겸사겸사,MAG,4
갓김치,NNG,16
파이브헌드레드,NNG,17
이억,NNP,7
거액,NNG,2
박봉,NNG,1
부진하,VA,2
때깔,NNG,20
시리즈물,NNG,14
ㄹ뿐더러,EC,12
다대,EF,9
폐쇄,NNG,6
팔당,NNP,3
다래끼,NNG,2
카스테라,NNG,16
모차르트,NNP,12
이삼십만,NR,7
부사수,NNG,10
엮이,VV,3
도곡,NNP,24
맞닿,VV,6
러니까,EF,26
방언,NNG,37
비스듬하,VA,16
도란도란,MAG,17
기웃,MAG,1
의전,NNG,30
자사고,NNG,16
청계천,NNP,1
하구,JC,15
합성하,VV,38
부대찌개,NNG,38
가을바람,NNG,38
한둘,NNG,38
이타심,NNG,38
라테,NNG,6
핼로윈,NNG,4
절기,NNG,11
물방울무늬,NNG,37
소풍가,NNG,3
놀러,NNG,37
금발,NNG,1
레몬에이드,MAG,37
줄타기,NNG,2
토닥이,VV,1
콜택시,NNG,25
금색,NNG,3
압,NNG,27
머리끈,NNP,37
우유주,NNG,37
자자,IC,37
크키,NNP,36
출,NNG,10
건반,NNG,5
영장,NNG,9
써,,37
알맹이,NNG,1
풍덩하,VA,2
옥수수알,NNG,37
벙어리,NNG,1
래야,EC,3
일화,NNG,4
아치,NNG,34
쌩,MAG,37
미니언즈,NNG,31
쇼트,NNG,1
눈뜨,VV,5
삥,MAG,1
허허벌판,NNG,1
앞좌석,NNG,37
윤택,NNG,4
화엄사,NNP,3
신시모,NNG,1
라운지,NNG,2
판교역,NNP,1
오디만,NNG,36
육당,NNP,37
도,ETM,14
북적북적,NNG,36
줄줄줄,MAG,13
넙죽,MAG,37
의뢰서,NNG,2
대단지,NNG,37
오판,NNG,1
몰려가,VV,2
늘씬하,VA,1
온리,NNG,36
만감,NNG,1
추스리,VV,10
쭐이,VV,2
우리애,NNG,34
핫하다,NNG,37
기성,NNG,1
자급자족,NNG,1
드나들,VV,4
자생,NNG,13
천식,NNG,4
정유사,NNG,1
살얼음,NNG,4
맞아떨어지,VV,2
드럼통,NNG,1
동동,MAG,13
집라인,NNG,14
신경숙,NNP,1
카세트테이프,NNG,12
가마,NNG,11
아랫지방,NNG,10
코스로,NNP,2
뒷자석,NNG,19
도음,NNG,3
을려나,EF,9
인용,NNG,27
깨소금,NNG,6
불이익,NNG,37
옥녀봉,NNP,5
암세포,NNG,1
동태탕,NNG,8
상위권,NNG,37
근로,NNG,18
타임,NNP,19
장편,NNG,5
수평선,NNG,5
스탬프,NNG,20
발간하,VV,1
의향서,NNG,1
우매하,VA,1
인격체,NNG,5
성찬,NNG,1
놋그릇,NNG,1
반환점,NNG,35
입체,NNG,17
쎈스,NNG,4
천상,MAG,37
대자,NNG,3
공교육,NNG,5
수포,NNG,2
구내식당,NNG,3
스코어,NNG,24
육신,NNG,4
소매물도,NNP,3
엠블럼,NNG,1
백도,NNP,37
미분양,NNG,37
폐수,NNG,3
녹조,NNG,3
의롭,VA,9
와이투케이,NNG,1
내뿜,VV,8
한일전,NNG,16
한구,NNG,27
영업시간,NNG,35
지원금,NNG,35
천년만년,NNG,37
유자청,NNG,12
카이스트,NNP,1
삑삑거리,VV,37
잔디묘,NNG,37
스킨십,NNG,37
지방은,NNP,37
구백이십,NR,37
쾰른,NNP,37
으야,EC,2
쓰,NNG,36
검,NNG,30
빨랫감,NNG,2
꽃잎반,NNP,36
꽃목걸이,NNG,36
손뼉,NNG,6
붕어,NNG,7
벽난로,NNG,5
자전,NNG,3
잡기,NNG,8
두루마리,NNG,4
갉,VV,3
상해,NNP,6
동장,NNG,4
서,MMN,7
백십,NNG,21
할,NNG,20
음표,NNG,36
딸깍,MAG,32
냠냠,MAG,35
판자,NNG,3
이야,NNG,16
착,MAG,7
주안,NNG,36
페어,NNG,3
싸이,NNP,1
스티브,NNP,33
칼날,NNG,3
쇠,VV,1
열몇,NR,8
딴사람,NNG,4
유아인이,NNP,36
료칸이,NNP,36
취객,NNG,1
도자기공,NNG,36
삐뽀삐뽀,MAG,3
이백일,NNG,28
큰언니,NNG,1
바다씨,NNG,36
남편분,NNP,16
애잔하,VA,1
파종하,VV,1
현빈이,NNP,36
유해진이,NNG,1
비대하,VA,1
리듬상,NNG,36
근무지,NNG,1
김장철,NNG,28
끝없,VA,5
크레딧,NNG,23
롯데몰,NNP,14
횡포,NNG,1
백만장자,NNG,2
시행착오,NNG,3
만인,NNG,2
무수리,NNG,12
얻어맞,VV,9
유네스코,NNP,7
납품,NNG,2
경상북도,NNP,8
연출,NNG,9
정돈하,VV,4
저작권,NNG,36
분담,NNG,2
포화,NNG,20
소일거리,NNG,4
경지,NNG,5
해감,NNG,25
도테,NNP,17
사찰,NNG,16
붉히,VV,2
본래,NNG,5
뽑아내,VV,2
선박,NNG,9
문체,NNG,2
촌사람,NNG,1
발단,NNG,1
교통수단,NNG,5
소장,NNG,9
선보,VV,1
최정상,NNG,36
가타부타,NNG,10
자치회,NNG,18
구김,NNG,11
중봉,NNP,18
이불집,NNG,20
안전사고,NNG,7
꽃구경,NNG,2
황비홍,NNP,16
센타,NNG,13
가든,NNG,2
키로그램,NNB,2
언성,NNG,2
노인층,NNG,36
시공사,NNG,1
분할하,VV,1
대우증권,NNP,1
목록,NNG,22
항시,MAG,5
말그릇,NNG,10
항공비,NNG,18
결막염,NNG,20
김광현,NNP,11
현대전,NNG,12
자주식,NNG,11
식기,NNG,12
유망하,VA,1
덮밥,NNG,34
넓이,NNG,18
덕목,NNG,21
명석하,VA,20
발길,NNG,7
구식,NNG,17
잖습니까,EF,12
정약용,NNP,15
서희,NNG,36
이탈,NNG,1
건강인,NNG,36
노사정,NNG,2
대타협,NNG,36
기류,NNG,1
논바닥,NNG,1
샅샅이,MAG,1
수축되,VV,12
영월,NNP,11
증차,NNG,18
경성,NNP,9
본점,NNG,4
기술력,NNG,3
신정,NNG,5
격상,NNG,34
선정릉,NNG,36
반장하,VV,25
트리어,NNP,36
직박구리,NNG,36
으,,35
즐,NNG,28
장남감,NNG,1
스무고개,NNG,1
애플파이,NNG,2
으네,EF,14
교정기,NNG,1
기차표,NNG,1
와,NNG,26
전자렌지,NNG,22
무데,NNG,35
그래그래,NNG,15
깜박,MAG,1
싸인,NNG,8
예스,NNG,13
딜,NNG,24
궁,NNG,10
외계,NNG,1
나은이,NNG,14
꼬추,NNG,2
쩍,MAG,4
폐지,NNG,13
스파이,NNG,11
공증,NNG,3
후두둑,MAG,1
매점,NNG,13
및,MAG,33
청량리,NNP,3
이민자,NNG,2
찬사,NNG,2
패키지여행,NNG,35
중소형,NNG,31
오붓하,VA,5
알리바바,NNP,4
꼴짜기,NNG,1
불길하,VA,2
이승철,NNP,1
유열,NNP,4
전원일기,NNP,2
신분당선,NNP,35
부군,NNG,10
곱씹,VV,4
개봉되,VV,1
최고가,NNG,6
참배,NNG,1
연좌제,NNG,35
낙후,NNG,20
선상,NNG,4
지엔피,NNG,24
나무다리,NNG,1
석회석,NNG,1
극소수,NNG,4
캤,EP,35
고칼로리,NNG,35
저조하,VA,1
오씨엔,NNP,1
두드러지,VV,4
빙상,NNG,12
받들,VV,3
한일,NNG,27
버킷리스트,NNG,5
시간별,NNG,35
두릅,NNG,11
항쟁,NNG,1
연장되,VV,7
애국자,NNG,3
무한하,VA,7
국내차,NNG,35
동백,NNG,23
스테로이드,NNG,2
한밭,NNG,35
하루키,NNP,1
서성이,VV,3
진실성,NNG,35
분기별,NNG,35
계보,NNG,1
렉서스,NNP,24
강하진,NNP,1
피아골,NNP,2
무릅쓰,VV,2
설산,NNG,11
단풍길,NNG,35
고용하,VV,5
두지,NNG,35
안락하,VA,14
자더라고,EC,32
기종,NNG,8
포차,NNG,8
면모,NNG,2
뒤적뒤적,MAG,1
필기시험,NNG,2
기름집,NNG,18
에프씨,NNP,35
뒷집,NNG,17
허락되,VV,2
설계사,NNG,1
참빛,NNG,35
스타렉스,NNG,21
고인돌,NNG,13
강된장,NNG,23
억압,NNG,1
배신,NNG,8
농수산물,NNG,3
생애사,NNG,16
육성,NNG,4
수익금,NNG,8
뱅크,NNG,5
비빔장,NNG,1
생동감,NNG,2
오이고추,NNG,13
애석하,VA,1
리니,EC,26
탈락하,VV,22
해돋이,NNG,35
보장하,VV,13
이동욱,NNP,3
외신,NNG,2
미연,NNG,2
능가하,VV,1
근강,NNG,1
그래써,NNG,9
스물세,MMN,35
실현하,VV,13
서울시,NNP,14
도라지,NNG,12
우여곡절,NNG,4
웨이브,NNG,7
꿀꿀이죽,NNG,20
남자친구,MAG,35
탈수,NNG,19
농자재,NNG,1
새롬이,NNP,1
선로,NNG,2
동투,NNG,1
하역비,NNG,2
신장되,VV,1
본격화하,VV,2
짓궂,VA,16
독일,NNG,1
니기산,NNP,16
한파,NNG,33
과반수,NNG,15
아사다,NNP,35
오세기,NNP,35
대각선,NNG,35
고화질,NNG,35
위빠사나,NNG,35
츠,NNG,23
을려,EC,8
어지,VV,7
겨울잠,NNG,6
꿀꿀,MAG,2
칵,MAG,33
세일하,VV,27
에그,IC,34
충전되,VV,1
롤러스케이트,NNG,2
자도,NNG,28
분,,34
폭죽,NNG,2
그린,NNG,24
안마하,VV,1
음매음매,NNG,33
아기양,NNG,34
조짐,NNG,2
위층,NNG,5
지서,NNG,7
여야,NNG,5
돔,NNG,6
애기하,VV,6
현관문,NNG,5
면,NNP,33
줏,VV,2
천수,NNG,23
고만,MAG,2
화기,NNG,8
이변,NNG,7
양장점,NNG,1
이개,NNG,34
명배우,NNG,1
묵호,NNP,4
인천공항,NNP,4
빈민층,NNG,34
패스드푸드,NNG,1
교육열,NNG,4
알거지,NNG,33
솟대,NNG,34
자제분,NNG,1
창출되,VV,1
지하,VV,33
다데,EF,34
안절부절,MAG,3
노을씨,NNG,14
제호열,NNP,18
유정,NNG,34
월차,NNG,3
인교원,NNG,34
상주하,VV,3
찐빵집,NNG,24
이승만,NNP,1
그사이,NNG,3
십자로,NNG,33
폭행,NNG,10
풀코스,NNG,2
해물탕,NNG,5
껌정,NNG,1
합병,NNG,4
후원,NNG,2
차세대,NNG,2
간간하,VA,15
태음인,NNG,17
애호,NNG,16
건사하,VV,16
곗날,NNG,10
테스트하,VV,7
수만,NR,8
구미호,NNG,5
중부,NNG,3
빠져,NNG,34
억세,VA,6
목화,NNG,14
썰물,NNG,4
가창력,NNG,4
외세,NNG,1
형평성,NNG,34
기아차,NNP,3
휴식하,VV,3
봄철,NNG,17
현대식,NNG,1
테라,NNG,3
시내버스,NNG,6
유치하,VA,7
자구,EF,1
노후되,VV,2
관계되,VV,4
의경,NNG,16
수긍,NNG,2
디카프리오,NNP,1
그른데,MAG,15
턴테이블,NNG,1
가창,NNG,17
티비엔,NNP,2
케이투,NNG,12
스포쯔,NNG,4
씨씨,NNP,8
인식되,VV,9
목표하,VV,2
파키스탄,NNP,3
아이러니,NNG,18
역기,NNG,18
미스트롯,MAG,14
실종,NNG,3
금괴,NNG,15
경영,NNG,19
이영애,NNP,2
근접,NNG,30
수유,NNG,13
위내시경,NNG,34
백가지,NNG,21
진흥청,NNG,1
보유량,NNG,2
노인정의,NNG,34
휴업,NNG,4
돌밭,NNG,2
권,NNP,2
제조업체,NNG,34
고발,NNG,5
밀리미터,NNB,1
말구,NNG,34
데코,NNG,7
진미채,NNG,25
천엽,NNG,12
서하무장대,NNP,34
삼백억,NR,34
형광체,NNG,34
반신욕,NNG,34
멱,NNG,7
조선,NNG,11
옥수수밭,NNG,33
술래야,,33
풀칠,NNG,1
가위질,NNG,33
느,VV,33
꿍이,NNG,29
삐죽삐죽하,VA,1
앨리스,NNP,5
이마큼,NNG,33
수북이,MAG,2
달걀프라이,NNG,1
뉴,NNG,9
제,,33
배틀,NNG,30
푸,NNP,15
정,NNP,11
션,NNP,16
귀가,NNG,9
되,NNB,14
입장하,VV,9
이발소,NNG,12
주르륵,MAG,19
가족사진,NNG,6
달랑,MAG,2
웃음소리,NNG,9
마어,NNG,33
안치,NNG,32
설국,NNG,18
잠적하,VV,18
탈의실,NNG,1
난중,NNG,14
씨씨티비,MAG,2
승철이,NNG,33
산티에고,NNG,32
는기,EF,33
쪼까,MAG,4
노발대발,NNG,4
표출,NNG,1
깨나,JX,23
왕후,NNG,5
아리랑,,33
니케,NNG,19
하방,NNG,1
경직성,NNG,3
비트코,NNG,6
리턴,NNG,1
마용성,NNG,3
뿌,EP,33
팔이,NR,33
기형아,NNG,2
데면데면,MAG,13
증말,MAG,1
피난민,NNG,5
기냥,MAG,13
점진,NNG,23
뭉탱이,NNG,21
침체,NNG,18
칠팔십,NNG,30
적정선,NNG,32
근디,NNG,15
재롱,NNG,15
페르시아군,NNG,11
인하하,VV,5
수소차,NNG,6
보람차,VA,6
연쇄,NNG,3
빽빽하,VA,7
이수근,NNP,9
소포장,NNG,33
입주권,NNG,33
앞집,NNG,2
공존,NNG,3
화원,NNG,11
다자이,NNP,11
수년,NNG,4
테레비전,NNG,7
개조,NNG,2
시기상조,NNG,1
상실감,NNG,1
직책,NNG,3
보리암,NNP,12
회사별,NNG,33
밀물,NNG,3
등산객,NNG,4
난처하,VA,4
미스트롯,NNP,2
지시하,VV,8
맹자,NNP,12
아빠트,NNG,3
흔들바위,NNG,9
삼가,VV,10
건조증,NNG,11
간호사분,NNG,10
깜짝깜짝,MAG,11
추돌,NNG,4
낑낑거리,VV,1
건축업,NNG,19
감시하,VV,4
데미지,NNG,12
해태,NNP,15
아련하,VA,10
전시관,NNG,5
원자재,NNG,9
써비스,NNG,11
섕각,NNG,7
가이드님,NNG,14
흉기,NNG,1
구절,NNG,7
언급,NNG,3
이사장,NNG,1
스니커즈,NNG,33
강수지,NNP,1
사자표,NNG,17
스킬,NNG,17
김지훈,NNP,1
입국하,VV,3
루체른,NNP,23
저항력,NNG,1
찜통,NNG,20
바삐,MAG,2
대도시,NNG,33
배시시,MAG,18
일이십,NR,3
부산대,NNP,3
카네기,NNP,3
무나물,NNG,3
이효석,NNP,4
총선,NNG,2
곤욕,NNG,1
팥떡,NNG,1
오역,NNG,32
출입하,VV,2
풀무원,NNP,4
올케언니,NNG,33
노장,NNG,1
이상윤,NNP,1
노주환,NNP,1
공문서,NNG,1
뇌사하,VV,1
개업,NNG,3
아트홀,NNG,32
중환자실,NNG,3
열목어,NNG,2
안성시,NNP,3
중문,NNG,2
자택,NNG,10
대기자,NNG,5
번역가,NNG,22
이코노,NNG,33
미석,NNG,33
에디오피아,NNP,33
취,NNG,17
건들,VV,7
멍멍아,NNG,30
럽,VV,11
곱슬,NNG,32
피하,NNG,32
무전기,NNG,4
곱슬머리,NNG,1
절,VV,4
스가,NNP,10
레이,NNP,27
튼,NNG,19
인줄,NNG,32
블럭,NNG,19
어리,NNG,32
습니,,32
허수,NNG,31
쫀득쫀득,MAG,2
조약,NNG,30
주주,NNG,12
입소리,NNG,6
강황밥,MAG,2
디,NNB,11
답례,NNG,1
홀아비,NNG,1
고부간,NNG,32
고서적,NNG,28
태백산맥대,NNG,32
세곡,NNG,1
한국섬,NNG,31
로드,NNG,30
궁물,NNG,17
그러,NNG,32
합리화,NNG,32
허둥지둥,MAG,1
다릏,VA,32
공적,NNG,2
의성,NNP,1
기슭,NNG,3
인생관,NNG,1
다이어트식,NNG,20
달갑,VA,1
은하철,NNG,8
헌혈,NNG,8
스쿨,NNG,16
연년생,NNG,32
팔기통,NNG,8
기록되,VV,5
독단,NNG,1
전멸,NNG,2
천재성,NNG,32
의도하,VV,5
화끈하,VA,21
예리하,VA,3
복잡,XR,8
본가,NNG,16
아르바이트하,VV,11
매도하,VV,2
피카디리,NNP,16
수십억,NR,2
그래,NR,31
차주,NNG,19
삼조,NNG,11
현금화,NNG,32
플러스하,VV,2
치료제,NNG,22
집식구,NNG,28
맏딸,NNG,1
서편제,NNP,20
단락,NNG,4
늦춰지,VV,1
부주의,NNG,32
장어집,NNG,28
브로치,NNG,8
청하,VV,17
노고,NNG,1
월요,NNG,32
아이쥐,NNP,20
짠지,NNG,21
찔끔찔끔,MAG,22
확답,NNG,2
다마,NNG,12
사고율,NNG,32
광명,NNP,2
월판선,NNG,5
표고버섯,NNG,7
소유권,NNG,32
석화,NNG,4
검은콩,NNG,25
휴,NNG,30
박진감,NNG,3
뽂,VV,11
제이의,NNG,4
쩡도,NNG,15
회생,NNG,3
접근법,NNG,1
스텝,NNG,1
기웃기웃하,VV,17
참깨소스,NNG,32
작은아버지,NNG,2
업그레이드하,VV,9
완주하,VV,1
이정은,NNP,17
기죽,VV,20
정시,NNG,8
헛갈리,VV,31
빨간펜,NNG,32
불안증,NNG,1
가미,NNG,2
예언,NNG,4
새우탕,NNG,10
빈,NNP,5
일색,NNG,9
중독증,NNG,29
헛스윙,NNG,32
티끌,NNG,10
길,NNB,1
강동,NNP,2
요지부동,NNG,1
뛰어넘기,NNG,32
마티즈,NNP,32
소문나,VV,17
내실,NNG,1
고깃집,NNG,20
제제,NNG,29
봉,NNP,1
갈매,NNG,32
레이디,NNG,10
매사,MAG,32
이천이십,NNG,31
어뜩하,VV,1
붙히,VV,3
윤,NNG,4
척척하,VA,2
내오,VV,2
찌푸려지,VV,1
산산조각,NNG,1
삐뚤빼뚤하,VA,1
찻잔,NNG,2
사진첩,NNG,1
부드,MAG,28
뚜드리,VV,2
언,NNG,28
릴,NNG,11
둥글대,VV,31
바이,NNG,18
씁,IC,30
마라도,NNG,30
므,NNG,23
제,EC,18
찌,EC,23
간직,NNG,4
뱅,NNG,31
니다,EF,14
내뱉,VV,13
라이볼,NNG,15
히프,NNG,16
육십육,NNG,31
두부조림,NNG,31
저해하,VV,1
한국식,NNG,1
패리스,NNP,31
이산화탄소,NNG,30
로니,EF,31
산들,NNG,12
기상송,NNG,1
연중행사,NNG,31
꽁지,NNG,1
모네,NNP,14
나락,NNG,1
낙양,NNP,31
보라병원,NNP,23
은제,NNG,4
국문학자기,NNG,31
이상재,NNG,31
내원,NNG,10
그래,VV,16
노각,NNG,23
공기층,NNG,31
꿇리,VV,9
사당,NNG,11
오래도록,MAG,3
육칠십,NR,10
말없이,MAG,6
만발하,VV,4
뇌혈관,NNG,11
납부,NNG,23
진맥,NNG,22
일승,NNG,22
실사판,NNG,19
황금알,NNG,24
부속,NNG,2
중심부,NNG,18
오이무침,NNG,20
대조,NNG,1
복직,NNG,3
어뜨,VA,3
고저,NNG,2
옥탑방,NNG,31
중재하,VV,2
침체되,VV,1
아이알피,NNG,1
라길래,EC,1
터무니,NNG,1
라미란,NNP,1
세스푼,NNG,31
부머,NNG,18
히스토리,NNP,1
브리사,NNP,9
반찬류,NNG,31
이군,NNG,31
자꼬,EC,2
황허,NNG,15
아웅다웅,MAG,12
설명서,NNG,17
범어사,NNP,2
의기소침,NNG,1
관대하,VA,8
네비,NNG,9
상관하,VV,3
으요,EF,11
천억,NR,4
망원,NNG,31
덩그러니,MAG,1
오븐레,NNG,31
꼬들하,VA,15
대여점,NNG,1
코치진,NNG,31
돌격하,VV,20
천조,NNG,28
표적,NNG,3
티코,NNG,14
자녀분,NNG,12
헌터,NNP,16
영화표,NNG,1
교역자,NNG,14
간증,NNG,1
빙산,NNG,2
호소하,VV,18
영암,NNP,3
현혹,NNG,1
인테넷,NNG,29
삼일아파트,NNG,21
통합되,VV,1
깃들,VV,9
난시,NNG,10
영하권,NNG,31
기표,NNG,30
그런,NNG,31
승준이,NNG,11
알바몬,NNP,31
개점,NNG,1
격투,NNG,1
여주군,NNP,1
여주읍,NNP,1
용선,NNG,2
폴란드,NNP,5
무례하,VA,30
재판소,NNG,21
예방되,VV,21
과제하,VV,21
훠궈,NNG,6
삼등분,NNG,31
만국,NNG,31
스퀴즈,NNG,31
주민세,NNG,31
빨르,VA,18
받,,30
한옥이,NNP,3
둥둥둥,NNG,1
크,,30
구들,NNG,14
꽃장식,NNG,28
양동이랑,NNG,30
외나무다리,NNG,30
전거,NNG,3
함박눈,NNG,4
송곳,NNG,2
엄,NNG,30
볏짚,NNG,1
경비원,NNG,3
잘라붙이,VV,30
알통,NNG,21
찮,VV,11
새빨갛,VA,4
질르,VV,15
떠,NNG,21
수퍼맨,NNP,27
베어,NNG,3
피어나,VV,18
다오,EF,3
아씨,NNG,1
어리,VV,29
빨가,NNG,30
초등,NNG,28
공지,NNG,27
미녀,NNG,6
정수리,NNG,3
천정,NNG,3
유하,VA,9
미주,NNG,30
안짝,NNG,29
상그지,NNG,5
남아지,VV,30
판례,NNG,23
개월분,NNG,30
니께네,NNG,30
뱅이,MAG,1
던지,MAG,21
협재,NNP,17
공리,NNG,4
휴관,NNG,4
바싹,MAG,3
발렌시아,NNP,2
간암,NNG,3
알콜,NNG,5
우뭇가사리,NNG,8
돈벼락,NNG,11
고루하,VA,18
병사들,NNG,5
선수하,VV,2
고문하,VV,1
아웃백,NNP,18
계림,NNP,19
삼국사기,NNP,20
작가분,NNG,30
간사하,VV,28
삼림욕,NNG,13
캠핑용,NNG,30
강구하,VV,2
파묻히,VV,2
맘껏,MAG,11
간호하,VV,1
어렴풋하,VA,4
청풍호,NNG,29
어트,VA,18
알파카,NNG,30
회자되,VV,2
성심성의껏,MAG,1
준수하,VV,6
우러르,VV,9
사오만,NR,1
험악하,VA,3
채반,NNG,9
대공원,NNG,30
반도,NNG,15
육고기,NNG,3
현저히,MAG,14
음악가,NNG,6
로사,NNG,1
모나리자,NNP,10
제지,NNG,1
가그,NNG,30
내심,NNG,8
마음고생,NNG,1
습작,NNG,3
글재주,NNG,2
공양,NNG,1
가스라이팅,NNG,8
선사,NNG,8
히어,NNG,29
남포동,NNP,4
시어머님,NNG,2
쫑쫑,NNG,19
안양사,NNG,30
캥거루족,NNG,15
전세방,NNG,16
지식인,NNG,2
