WORD,POS_TAG,COUNT
ㄹ,NNG,1
려도,EC,1
이비인,NNP,2
보슬보슬,MAG,1
도이,NNP,3
마싰,NNG,3
깥,NNG,1
씨알,NNG,2
고구미,NNG,1
설알,VA,3
꼬물,VV,3
갯,NNG,2
교까,NNG,1
멋찌,VA,2
오레오,NNG,2
배찜,NNG,3
픽사,NNP,2
캐논,NNP,3
픈,NNG,3
차내,NNG,2
얼음낚시,NNG,3
나무꾼,NNG,3
울긋불긋,MAG,1
멜빵바지,NNG,3
안중근,NNP,2
벌렁,MAG,1
개코,NNG,2
아파벳,NNG,1
오어,NNP,3
딸랑,MAG,2
성제,NNG,3
며,VV,3
묵음,NNG,3
기인,NNG,2
생이,NNG,3
하비,NNP,3
연서,NNG,1
히트텍,NNG,2
오십육,NNG,2
스틸,NNG,1
이준혁,NNP,2
쉽,,3
또각,NNG,3
치우,NNG,3
도담,NNG,3
쩨,NNG,1
알알,VV,2
읏,EF,3
사부님,NNG,3
껄,EC,3
울리,NNP,3
유신,NNG,1
가일,NNP,2
갂,VV,1
키우,NNP,3
차자,NNG,1
식샤,NNG,1
전하,NNG,1
옴마,NNG,1
무이,MAG,1
어어리,VV,2
유빈,NNG,3
이약,NNG,3
발발,NNG,1
이험,NNG,1
강구,NNG,2
흰개미,NNG,3
접시꽃,NNG,2
광부,NNG,2
나팔꽃,NNG,2
크래커,NNG,3
티나,VV,2
단조,NNG,2
카봇,NNG,3
폴드,NNG,2
플레이트,NNP,1
게임즈,NNG,1
엑소,NNP,2
겉잎,NNG,1
에스프레소,NNP,2
사차원,NNG,2
모자이크,NNG,1
핑거,NNG,3
맥스,NNP,3
쓰리디펜,NNP,1
퍼플,NNG,1
용궁,NNG,2
벼랑,NNG,2
유례,NNG,1
브리핑,NNG,2
귀요미,NNG,2
설문지,NNG,2
북대서양,NNG,3
브레,NNG,3
클로즈업,NNG,2
토마스,NNP,2
물갈퀴,NNG,1
나요,EC,2
간기,NNG,2
녀오,VV,2
자모,NNG,1
들들,MAG,3
롤러스케이트장,NNG,1
거봐,MAG,2
긍,NNG,1
혁,NNP,3
었서,EF,1
비장,NNG,2
드나,EF,1
서글,MAG,3
나스,VV,2
꿈뻑꿈뻑,NNG,1
라든,EC,1
날라다니,VA,3
콜프,NNG,1
코스토코,NNG,2
얼버부리,VV,2
야채샐러드,NNG,3
예뻔,NNG,3
근디,,3
프로바이오텍스,NNG,1
사미,NNG,1
두릅장아찌,NNG,3
일이삼사,NNP,3
국내차,NNP,3
반건조,NNG,3
이천오백,NNG,1
애모,NNG,1
길들,VV,2
난중,NNP,1
엄척,NNG,2
손아래,NNG,3
버키리스트,NNG,1
빢에,EC,1
반법,NNG,2
비추하,VV,1
선가,NNG,3
다이로,MAG,3
재트크,NNG,1
들깻가루,NNG,3
금토일,NNG,3
뭉텅이,NNG,2
부노미,NNP,3
수핵,NNG,1
육십사,NR,1
코너돌,NNG,3
있겟어,MAG,3
겻,NNG,1
그르고,MAG,2
글래스,NNG,2
그러먼,MAG,2
팔구,SN,3
아보카도쨈,NNG,3
블랙빡스,NNG,3
선생늼,NNP,3
일으키키,NNG,3
승계,NNG,1
비혼주의자,NNG,2
르면,EC,2
그려,MAG,3
시믄,NNG,1
위즈,NNP,3
솔직이,NNP,1
부편,NNG,2
는더라고,EC,1
별하,VA,1
스,VX,3
아슬아슬,MAG,1
에머랄드,NNG,3
껄쭉하,VV,1
베른,NNP,1
싸이즈,NNG,2
저평가,NNG,3
모다하,VV,3
시생,NP,2
솔직이,NNG,2
음싱,NNG,2
이야기거리,NNG,3
내로라,NNG,3
으싸으싸,MAG,2
음층,NNG,2
브라운카드,MAG,3
휴예,NNG,1
팔로우,NNP,1
삽심평,NR,3
서동,NNP,3
일지암,NNG,3
체근,NNG,1
튀어,NNG,3
드룹,VV,3
태시,NNG,1
으쌰,MAG,3
원눔,NNG,1
노오랗,VA,1
개롭,VV,3
띵동,MAG,2
돈내기,NNG,3
사나,NNP,2
밨,VV,1
솔찍히,MAG,2
앙직,NNG,3
벨기엘,NNP,1
상충,NNG,2
원전,NNG,1
듯하,VX,3
햐,VV,2
ㄴ거든,EC,1
설현,NNP,3
안벽,NNG,1
간꽈,NNG,1
들어나,VV,2
검섁,NNG,1
인트넷,NNG,1
보토,NNG,3
재발하,VV,2
조저,NNG,3
안터,NNG,2
텍스,NNG,1
사마,NNG,3
접촉사고,NNG,3
중앙산,NNP,3
반송,NNP,3
안전면,NNG,3
경차이,NNG,3
삐뚤빼뚤,NNG,1
에서라든가,NNG,3
신도가,NNG,3
목표지,NNG,3
잡아오,VV,3
논일,NNG,3
탕거리,NNG,3
임프란트,NNG,1
맨서,EC,2
직즙,MAG,2
십삼만,NR,2
맹,NNB,3
픔,NNG,1
오느,NNG,2
기초반,NNG,3
추친,NNG,3
양귀비꽃,NNG,1
비엠떠블유타,NNG,3
간강,NNG,1
외극,NNG,2
사키,NNP,2
모단,NNG,3
애국인,NNP,1
뱅이,NNG,2
당해,NNG,2
폐지하,VV,2
오디오북,MAG,3
다던대,EF,2
센느,NNP,1
추종,NNG,2
씨스템,NNG,1
달라,NNB,1
드라꼬,NNG,2
쌀장사,NNG,3
글서,NNG,2
그나,EC,2
놧,VX,3
빽가씨,NNP,3
멕이,NNG,3
차창,NNG,2
에우,VV,2
스테디,NNG,1
물짱난,NNG,1
당노병,NNG,2
다든데,EC,1
전라,NNP,2
쌀뜬물,NNG,1
채수,NNG,2
모사,NNG,2
준공,NNG,1
런데,MAG,2
피티병,,3
야유,NNG,1
본드,NNG,3
뱁,VA,3
무아,NNG,2
찾아놀,VV,3
않으,MAG,3
잉,MAG,3
허세,NNP,3
미스터트롯,NNP,2
시프,VV,3
저속,NNG,2
문경세재,NNG,3
이십기가비트,NNG,3
한샘씨,NNG,3
경항,NNG,1
보연,NNP,3
헬스크럽,NNG,1
적산상,NNG,3
뒷채,NNG,3
장히,NNG,2
요커트,NNG,2
무각사,NNP,2
경미,NNP,3
열한,NNG,1
딩,NNG,1
습득되,VV,1
굉,MAG,2
화기애,NNP,3
샬바토레,NNG,1
다솜이너,NNG,3
해썽,NNG,1
테그,NNG,2
전재,NNG,2
씩,NNG,3
마찬가,NNG,2
교육가,NNG,3
닝까,NNG,1
분홍빛,NNG,1
교도,NNG,2
햅변,NNP,2
사철,NNG,2
격모,NNG,1
앳,NNG,2
저적,NNG,2
얼래,NNP,1
에부,NNG,2
주구장장,NNG,3
보동,NNG,3
한상,NNG,1
고지스,NNG,1
학보,NNG,2
되돌,VV,2
충족되,VV,2
음시,NNG,2
연색,NNG,2
돌아다보,VV,2
매상,NNG,2
라,EP,3
거드,EF,2
버피,NNG,3
미리,NNG,1
그랜,NNG,3
갠히,MAG,1
저저기,MAG,1
대까,NNG,1
미극,NNG,1
헌,NNG,3
오십몇,NNG,3
뻔드,NNG,2
재키,NNP,2
삼푸,NNG,1
느면,EC,3
어벙벙하,VV,3
인생아니,VV,3
그다음날,NNP,1
니만,EC,2
호소,NNG,1
프론,NR,3
설,XSN,2
권리금,NNG,3
두루뭉술하,VA,1
에쓰유비,NNG,2
빽그라운드,MAG,1
텋,VA,3
상간,NNG,1
노트르담,NNP,1
헤븐,NNG,2
이라던지,IC,3
코에이,NR,3
그렇찮,VV,2
수풀,NNG,2
헐리,VV,1
엄대,NNG,3
응용되,VV,2
해식,NNG,2
크피,NNG,2
갑더라,NNG,3
그려면서,NNG,2
면,IC,3
응그,NNG,2
청담,NNP,3
멤바,NNG,1
솔리,NNG,2
한날,NNG,3
이병현,NNP,2
코메디언,NNP,2
사약,NNG,2
잖냐,EC,3
껍찌,NNG,3
트만,EF,1
마스터,NNP,3
느랴,EC,2
서운암,MAG,3
비스하,VA,1
라이온,NNG,3
이박,NR,3
왜냐하믄,NNG,2
굉쟁히,NNG,1
멎,VV,2
그다,NNG,1
았았,VV,3
미디,NNG,2
다움,NNG,3
배달업체,NNG,3
한국하,VV,1
슬로우비디오,NNG,2
장해,NNG,3
씨래기국,NNG,1
번질번질,NNG,3
붐바이,NNG,3
는는,EC,2
그른데,,3
배살,NNG,2
전갈,NNG,2
서른아홉,NR,3
위세,NNG,2
마일드,NNP,3
프랑,NNB,2
홈소핑,NNG,1
거런,NNG,2
톡증,NNG,2
평볌,NNG,2
구불구불,MAG,2
허드렛일,NNG,1
벨로,NNP,3
이너,NNG,1
학인,NNG,1
쯩,NNG,3
세상사,NNG,2
면,JX,1
적전하,VA,3
어든,EC,1
기강,NNG,2
으므,EC,1
에어로비기,NNG,2
어쨰,NNG,2
우물쭈물하,VV,2
상채기,NNG,1
울하,VA,2
걲,VV,1
여선,NNG,2
말티,NNG,3
증하,VV,1
이백오십,NR,2
노망,NNG,1
여양,NNG,2
조급,NNG,2
치직,NNG,2
당상,NNG,2
하가,NNG,3
되겠,NNG,1
문꾸,NNG,1
까솔린,NNG,1
여향,NNG,2
예술관,NNG,2
중극,NNG,2
음석,NNG,2
지산,NNP,2
이만하,VV,3
끝치,VV,1
에스부유이,NNG,3
으닌까,EF,1
해면,NNG,3
디브이디,NNG,1
선창,NNG,2
타구,NNG,2
치만,EF,3
그마큼,NNG,1
불록,NNG,1
옛,NNG,2
파칼,NNG,3
래,VA,3
쁠러스,NNG,1
랄가,EF,1
변역되,VV,1
그르면,,3
보홈,NNG,1
ㄴ테,EC,2
탈피,NNG,1
육십칠,NR,1
초계,NNG,3
육사단,NNG,3
원앙새,NNG,1
장기판,NNG,2
공설,NNG,2
일게이트,NNG,1
무궁화동산,NNG,1
명문고,NNG,2
ㅂ시오,EF,2
유비무환,NNG,3
주심,NNG,2
그래고,NNG,3
투게더,NNG,1
이어트,MAG,3
넷플,NNP,2
와서,NNG,2
품들이,NNG,2
파맛,NNG,3
옛사람,NNG,1
독차지,NNG,1
희안하,VA,3
돌입,NNG,1
불효,NNG,1
양극화,NNG,3
심화되,VV,1
회초리,NNG,2
일사불란하,VA,2
부스러기,NNG,2
헐벗,VV,1
도덕성,NNG,3
펜데믹,NNG,1
위선,NNG,2
문맹,NNG,2
회고하,VV,1
이시여,JKV,2
은즉,EC,2
은즉,EF,1
다트머스,NNP,2
양육하,VV,1
동거하,VV,2
담대하,VA,2
효조,NNG,1
총수,NNG,2
가름하,VV,2
배반하,VV,2
급변하,VV,2
각료,NNG,2
낙오자,NNG,2
의뢰인,NNG,1
굶주리,VV,1
직경,NNG,2
작품성,NNG,3
연금술,NNG,2
연마,NNG,1
폭로하,VV,2
성공률,NNG,3
하급,NNG,1
거짓되,VA,2
이슬람,NNG,2
지이,NNG,2
협동하,VV,1
남몰래,MAG,1
불씨,NNG,2
애덤,NNP,2
애아,,3
애아,NNG,1
륙백,NNG,3
얼얼,NNG,2
일년반,NNP,3
커피잔,NNG,3
대치하,VV,2
너무많이,MAG,3
천미리,NNP,1
자몽하,VA,3
곰장어,NNG,3
나스닥,NNG,3
어든,EF,2
야후,NNP,1
채취,NNG,2
될,VA,3
오손도손,MAG,2
진희,NNP,2
각해,NNG,3
신시,NNP,3
체포하,VV,1
연안도,NNG,3
에프삼,NNP,3
삐리,VA,3
되있,VA,3
딤팀섬,NNG,1
모르겟어,MAG,3
불붙,VV,2
크흠,MAG,3
더데,EC,2
신경르,MAG,2
한하,VA,3
개혁하,VV,1
위대,NNG,2
란트,NNG,2
데나리온,NNG,1
하박국,NNG,2
충성되,VA,1
헬렌켈러,NNP,1
임마누엘,NNP,2
노숙인,NNG,1
고린도,NNP,2
금기,NNG,1
독방,NNG,2
감사절,NNG,2
옥살이,NNG,2
복되,VA,1
진물,NNG,2
하와,NNP,2
문제인,NNG,2
더라우,EF,1
사억오억,NNG,3
다뉴브,NNP,1
듀,NNG,2
이리저리하,VV,3
십이월월,NNP,3
중국거,NNG,3
석재,NNG,3
파이터,NNG,2
흘리기,NNG,2
그룹화,NNG,3
초대형,NNG,3
튼튼히,MAG,2
친숙,NNG,1
수군,NNG,2
멜라닌,NNG,2
피력하,VV,1
중지하,VV,2
낙하,NNG,2
예날,NNG,2
소프,NNP,2
로랑,NNP,3
겐,NNP,3
그런까,NNG,3
너뭄,,3
월욜,NR,3
국무부,NNG,2
이재명,NNP,1
체결하,VV,2
오리농장,NNP,3
철분제,NNG,3
중징계,NNG,1
이명박,NNP,2
불투명,NNG,3
게임즈,NNP,3
삼식이,NNG,1
십구,NNG,2
납입,NNG,1
트레이더,NNG,2
감쪽같이,MAG,1
신약,NNG,2
부산시장,NNG,3
평생토록,MAG,3
막스,NNP,2
핸드메이드,NNG,2
유무,NNG,2
옥경,NNG,3
기재되,VV,2
조국,NNP,3
동경,NNP,3
헛수고,NNG,3
육십조,NNG,2
인조,NNP,1
올수,NNG,2
약세,NNG,2
비일비재,NNG,2
완수,NNG,2
씀,NNG,2
다다니,VV,1
십일,NNG,2
영실,NNP,1
오지랍,NNG,1
유감,NNG,2
가버나움,NNP,2
경솔하,VA,1
다미,NNP,2
서장,NNG,1
기별,NNG,2
무뚝뚝,NNG,2
쇠뿔,NNG,2
한탄,NNG,2
겉모양,NNG,2
비참,NNG,2
자백,NNG,2
낮말,NNG,1
흉보,VV,2
사공,NNG,2
빈둥빈둥,MAG,2
어햐,EC,2
은희,NNP,2
봉기,NNG,2
비탈,NNG,1
대공황,NNG,3
기계화,NNG,3
삼별초,NNG,3
가속화되,VV,2
관아,NNG,1
곯,VV,2
아씨시,NNP,3
회랑,NNG,2
조각과,NNG,3
융합하,VV,2
판도,NNG,1
찬반,NNG,2
뒤따라가,VV,2
전속력,NNG,2
잔해,NNG,2
길바닥,NNG,2
맥박,NNG,2
지평,NNG,3
오동,NNG,3
이견,NNG,2
협업,NNG,2
감추기,NNG,2
초고속,NNG,3
덤비,VV,2
발탁하,VV,2
코르나,NNG,2
애굽,NNP,3
생새우,NNG,3
동역자,NNG,1
탈렌트,NNG,2
중얼거리,VV,2
검찰청,NNG,2
이건희,NNP,2
딸딸이,NNG,3
숙고,NNG,1
찐이,NNP,3
수치스럽,VA,2
나이까,EF,3
담섬,NNG,1
같같,VA,1
어른신,NNG,2
에거,NNG,3
고기집,NNG,3
갈망,NNG,1
피범벅,NNG,2
울먹이,VV,1
덕담,NNG,2
극도,NNG,2
꼴깍,MAG,2
존중되,VV,2
돌덩이,NNG,2
미선,NNP,3
끓어오르,VV,2
철광석,NNG,1
돌솥,NNG,1
남비,MAG,3
갑갑,MAG,2
허튼,MMA,2
여성용,NNG,3
엿장수,NNG,1
절호,NNG,2
여행길,NNG,1
오이채,NNG,3
있겠,MAG,1
박광원,NNP,2
비롯,XR,2
건디,VV,1
내방,NNG,2
부드,,3
두둑,NNG,2
둔,NNG,3
파견되,VV,1
우바라기,NNP,1
쇠약,NNG,1
하허,VV,2
요림,NNG,1
딪,EC,3
는기라,EF,3
뉴스보,NNG,3
닭볶음,NNG,2
좋아좋,VA,3
불항,NNG,2
무궁,NNG,1
보답하,VV,2
눈멀,VV,2
덫,NNG,1
잿더미,NNG,2
목초지,NNG,2
불결하,VA,1
속주,NNG,3
여호와여,NNP,3
여종,NNG,2
번성하,VV,2
목구멍,NNG,2
정죄하,VV,2
장계,NNG,3
항산,NNG,1
주둥이,NNG,3
덩들,VA,3
의기,NNG,2
여전,XR,2
낙시,NNG,3
비치되,VV,2
아주코실,NNG,3
택,,3
안위,NNG,2
첫소리,NNG,2
협약,NNG,2
추이,NNG,2
추진되,VV,2
히려,MAG,1
실명하,VV,2
바싸,VA,2
권선,NNG,2
횟,NNG,3
민하,VV,2
계핏가루,NNG,2
오스카,NNP,2
본문,NNG,2
세대별,NNG,3
영궁,NNG,3
쳇,IC,3
영구치,NNG,2
무수하,VA,2
순전히,MAG,2
비밀스럽,VA,2
컴백,NNG,2
멋쩍,VA,2
자하문,NNP,1
특별법,NNG,2
결속,NNG,2
병영,NNG,2
전자동,NNG,3
풍부,NNG,3
프리미어,NNG,3
인덕션,NNG,2
하온,NNG,2
파우치,NNG,2
강풍,NNG,2
해시계,NNG,3
파르마,NNP,1
저탄소,NNG,3
보정하,VV,2
돌파,NNG,2
국그릇,NNG,2
오뎅국,NNG,2
군부대,NNG,2
매섭,VA,2
자태,NNG,2
콩과,NNG,3
청정하,VA,2
징표,NNG,2
교보,NNP,2
보리암,NNG,3
조천읍,NNP,2
수락산,NNP,2
마라도나,NNP,2
문수산,NNP,2
짱짱,NNG,2
쁘띠,NNG,2
용두산,NNP,1
회덮밥,NNG,2
쉰셋넷,NR,3
마딧,VA,3
펜션고추,NNG,3
친자매,NNG,3
일흔여섯,NR,3
몣,NNP,3
횡,NNG,3
십몇만,NR,2
도리아,NNG,1
샐래드,NNG,1
써츠,NNG,1
피닉스골프장,NNG,3
대동소이,NNG,3
그냥저냥,,3
일찍하,VV,3
슷,NNG,2
창피스럽,VA,1
다솜,VV,3
새각,NNG,2
육십칠십,NNG,1
이라든데,JX,3
십몇,MAG,3
사진야,NNP,3
연이틀,NNG,3
전하구,NNG,2
정액,NNG,2
러,MAG,1
보이스톡,MAG,3
하하하하하,MAG,2
습,MAJ,3
스읍,MAG,2
병나,VA,3
길건너,NNP,3
스탠드,NNG,2
둘사이,NNG,1
결로,NNG,2
측은,NNG,2
댄다,EC,3
하이고,NNG,3
예성,NNG,3
한방약,NNG,3
일중독,NNG,3
여행앱,NNG,3
이번참,NNG,3
아른,MAG,3
번사,NNG,3
허빅,NNG,3
루프탑텐트,NNG,3
후진주차,NNG,3
에이디,NNG,3
중,NNP,1
명선,NNP,3
소확,NNG,3
각박,MAG,3
아보카토,NNG,3
오십팔만,SN,3
확행,NNG,3
백팔,NNG,3
윌스트리트,NNG,3
엠비티,NNG,3
구데이,NNP,3
마트폰,NNG,3
피피,NNP,3
마싰,VV,3
일구팔사,NNG,3
끼빠빠,NNG,3
차르르,MAG,3
호롤룰루,NNP,3
뜨뜻,NNG,2
다마다,EC,3
공덕,NNG,3
후래이팬,NNG,3
게소,NNP,2
출현하,VV,3
알아먹,VV,3
팬더믹,NNG,3
권력자,NNG,3
이코패스,NNG,3
에프피,NNP,3
재정렬,NNG,3
리퍼프,NNG,3
구항,NNG,3
마전,NNG,3
키프티콘,NNG,3
상주,VV,3
관저,NNG,3
복찜,NNG,3
윅,NNG,3
미리리터,NNB,3
다드만,EF,3
문제아,NNG,3
아기냥이,NNG,3
뿌리개,NNG,3
천팔백,NNG,3
안신,NNG,3
닿는,NNG,3
생큐,NNG,3
딲이,NNG,3
빠리지앵,NNG,3
라이트쇼,NNG,3
가족여행,MAG,3
피크트림,NNP,3
쟎아,EF,3
날갯,MAG,3
몽생미셸,NNG,3
끼고돌,VV,3
막내며느리,NNG,3
무심,NNG,3
카리,NNP,3
로토닌,NNG,3
남편말,NNP,3
몰두,NNG,3
멘터리,NNG,3
어슬렁,MAG,3
묵직,NNG,3
월등,MAG,3
조앤롤링,NNP,3
불명증,NNG,3
루카리,NNP,3
느즈막히,MAG,3
찌그러트리,VA,3
벤토,NNP,3
대동,NNG,3
속시원,NNG,3
하악질,MAG,3
키친,NNG,3
예민,NNG,3
남아,NNG,3
에쓰,NNG,1
라이너,NNP,3
쫑,MAG,3
사간분,NNG,3
서글,NNG,3
쇼핑리스트,NNG,3
할애,NNG,3
멀,VV,3
황포,NNG,3
러니까,MAG,3
육백삼십사,SN,3
눈꼴시,VV,3
천사백,NNG,3
ㄴ는데,EF,3
정약,NNG,3
타올,NNG,3
무제,NNP,3
에그타르,NNG,3
어머머,NNG,3
새어머니,NNG,3
서비,NNG,3
노가스,NNG,3
흥냉면,NNG,3
병종,NNG,3
그러보,VV,3
퀭,MAG,3
자기말,NNG,3
도선,NNP,3
사이더,NNG,3
도여,NNG,3
협소,NNG,3
전복죽도,NNG,3
년기,NNG,3
이잫,VV,3
강의실,NNG,3
센치미터,NNB,3
황갈달,NNG,3
열두,NNG,3
면빨,NNG,3
쿼트,NNG,3
프라이데이,NNP,3
유이,NNP,3
셀러브리티,NNG,3
주체성,NNG,3
정진,NNG,3
들여보,VA,3
포지,NNG,3
짭쪼롬하,VV,3
쓰라려,MAG,3
마이트,NNP,3
코닝클래식,NNP,3
허한감,NNG,3
병어회,NNG,3
칠공,NNG,3
학적,NNG,3
거리안,NNP,3
소금구이파,NNG,3
파산,NNG,3
구십칠,NR,3
다던데,EF,3
조립식,NNG,3
볕들날,NNG,3
경업체,NNG,3
다림,NNG,3
내노,NNG,3
프로아냐,NNP,3
벌초거리,NNG,3
으이그,NNP,3
투잡하,VV,3
탄탄,NNG,3
애틀랜타,NNP,3
적응력,NNG,3
보름새,NNG,3
로그,NNG,3
문뜩,MAG,3
이구,NNG,1
수압,NNG,3
회자,NNG,3
불분,NNG,3
피에스,NNP,3
꺾는목,NNG,3
내비,NNP,2
디씨,NNP,3
맑은소리,NNG,3
봉지채,MAG,3
파민,NNG,3
맨얼굴,NNG,3
역할에,NNG,3
긴츠버그,NNP,3
더블유디,NNP,3
전일,NNG,3
버들,NNG,3
농성,NNG,3
마다,XR,1
쏠,MAG,2
박이,VV,3
그레이시크,NNG,3
영면,NNG,3
배미,NNG,3
재생산,NNG,3
담아팔,VV,3
스크랩,NNG,3
천구백오십,NNG,3
재정부,NNG,3
맛짐,NNG,3
스테인,NNG,2
냉철하,VA,3
쓸쓸비용,NNG,3
밀레니엄,NNG,3
교향,NNP,3
타임즈,NNP,3
착안,NNG,3
홍어삼합,NNG,3
묵은,NNG,3
선텐,NNG,3
노터리어스,NNG,3
생활권,NNG,3
심,EC,3
빤짝반짝,MAG,3
욕성,NNG,3
달아,NNP,3
뢰,NNG,3
튬,NNG,3
츠추,VV,3
디시,NNP,3
가디,NNG,3
폐간,NNG,3
유실되,VV,3
애용,NNG,3
이상학,NNP,3
자업,NNG,2
자득,NNG,3
트로,NNG,3
돌하르방빵,NNG,3
전주여행,MAG,3
소개팅남,NNG,3
인터뷰보,NNG,3
호텔식당,NNG,3
커피믹스,NNG,3
현인,NNG,3
이쁜이,NNG,3
이바이순대,NNG,3
나트,NNG,3
바싹하,VA,3
조세,NNG,3
놀멘놀멘,MAG,3
진재,NNP,3
천마스크,MAG,3
싱어송,NNG,2
평리,NNP,3
미드나이트,NNP,3
투요,MAG,3
비엔비,NNP,3
킹크렙,MAG,3
엠알,NNG,3
변식,NNG,3
무겁워,MAG,3
내리쉬,VV,3
제맛인,NNG,3
시뮬레이션하,VV,3
아이럽톡,MAG,3
분신,NNG,3
시전,NNG,3
수녀원,NNG,3
분위,NNG,2
궂은날,NNG,3
오픈전,NNG,3
숨듣,NNG,3
일점사,NNG,3
훌륭,MAG,3
러게,NNP,3
숨듣,NR,3
수트빨,NNG,3
시설법,NNG,3
쎼,NNG,2
반죽거리,VV,3
무수,NNG,3
암묵,NNG,3
애정망상,NNG,3
주순,NNG,3
카레그릇,NNG,3
다는구먼,EF,3
봐지,NNG,3
아오자이,MAJ,3
과대망상,NNG,3
교물질,NNG,3
오징어무침,NNG,3
순결하,VA,3
후숙,NNG,3
읻,NNG,3
현명,NNG,3
커밍,NNG,3
딴소리하,VV,3
경시,NNG,3
자킷,NNG,3
상수도,NNG,3
한우감,NNG,3
세네스,,3
구성품,NNG,3
소만사,NNP,3
헤로토투스,NNP,3
한계없이,NNG,3
미온,NNG,3
수상시장,NNG,3
쉐도우,NNG,3
이탈리,NNP,3
레어,SL,3
폭팔이,NNG,3
척이,VV,3
있쓰,VV,3
시의,NNG,3
목매,VV,3
그릭,NNG,3
팅,NNP,1
하기,NNG,3
까르보나,NNG,3
야기하,VV,3
텐션,NNG,3
토피넛,NNG,3
몬엑,NNG,3
대축제,NNG,3
이민혁,NNP,3
분배하,VV,3
정기권,NNG,3
신속히,MAG,3
수록곡,NNG,3
은밀히,MAG,3
흑역사,NNG,3
산후조리원,NNG,3
폴킴,NNP,3
계란빵,NNG,3
야채볶음,NNG,3
타코야키,NNG,3
째려보,VV,3
태닝,NNG,3
또르르,MAG,3
네이트,NNP,3
방어회,NNG,3
서성,NNG,3
수다쟁이,NNG,3
가능한,NNG,3
지배력,NNG,3
복종,NNG,3
카이,NNP,2
방충망,NNG,3
부정확하,VA,3
냉큼,MAG,3
파리바게트,NNG,3
투썸플레이스,NNP,3
승모근,NNG,3
대뇌,NNG,3
방구석,NNG,3
초여름,NNG,3
원플러스원,NNG,3
움츠,VV,3
역대급,NNG,3
재빠르,VA,3
스윗,NNG,3
불닭볶음,NNG,3
최하위,NNG,3
리옹,NNP,3
칼리타,NNG,3
와일드,NNP,3
정석책,NNG,3
고무나무,NNG,3
벤토나이트,NNG,3
맛동산,NNG,3
고국,NNG,3
타미,NNP,3
금속성,NNG,3
악녀,NNG,3
입문,NNG,3
이낙연,NNP,3
스냅,NNG,3
연시,NNG,3
방장,NNG,3
더라구,EC,3
미망인,NNG,3
생산성,NNG,3
우유부단,NNG,3
따스,NNG,3
유일무이하,VA,3
촉매,NNG,3
해명하,VV,3
감내하,VV,3
막다르,VA,3
작업복,NNG,3
구두쇠,NNG,3
수호신,NNG,3
생라면,NNG,3
마리오카트,NNG,3
금쪽같,VA,3
인바디,NNG,3
원비,NNG,3
박준형,NNP,3
피자헛,NNP,3
신서유기,NNP,3
크리스피,NNP,3
시몬스,NNP,3
교구,NNG,3
공허,NNG,3
산수,NNG,3
학사,NNG,2
숙회,NNG,3
투썸,NNG,3
우삼겹,NNG,3
셧다운,NNG,3
대견,NNG,3
김자반,NNG,3
양장,NNG,3
코바늘,NNG,3
입춘,NNG,3
무표정하,VA,3
딸그락,MAG,3
컬렉션,NNG,3
자지도,NNG,3
불가사의하,VA,3
분방,NNG,3
배웅하,VV,3
서브웨이,NNG,3
매몰,NNG,3
마감일,NNG,3
발동,NNG,3
차기작,NNG,3
어쌔신,NNG,3
크리드,NNP,3
척도,NNG,3
후배주,NNG,3
우선하,VV,3
케인즈,NNP,3
통화량,NNG,3
달성되,VV,3
수직선,NNG,3
필립스,NNP,3
산출량,NNG,3
상대국,NNG,3
서수,NNG,3
미뢰,NNG,3
팔보채,NNG,3
부재료,NNG,3
어슷,MAG,3
스톡,NNG,3
풀물,NNG,3
반조리,NNG,3
큐알,NNG,3
속닥,MAG,3
애꿎,VA,3
의무화,NNG,3
정체불명,NNG,3
펜타,NNG,3
주의력,NNG,3
들것,NNG,3
누텔라,NNG,3
복면가왕,NNP,3
도전장,NNG,3
말싸움,NNG,3
앰프,NNG,3
형용사,NNG,3
후크,NNP,3
빅맥,NNG,3
조심스레,MAG,3
계승,NNG,3
동조하,VV,3
점막,NNG,3
불가하,VA,3
워즈,NNG,3
이룩,XR,3
이천십육,SN,3
가동,NNG,3
구렁이,NNG,3
반석,NNG,3
해이하,VA,3
구로디지털단지,NNP,3
허허허,IC,3
체험형,NNG,3
우스터,NNP,3
우스타,NNG,3
쓰촨성,NNP,3
허니버터,NNG,3
섬유소,NNG,3
라벤더,NNG,3
한탄하,VV,3
비금속,NNG,3
원자핵,NNG,3
지층,NNG,3
직관력,NNG,3
결정력,NNG,3
익살스럽,VA,3
강수량,NNG,3
물리학자,NNG,3
부채꼴,NNG,3
미아,NNG,3
힘입,VV,3
예술의,NNG,3
등본,NNG,3
떡국떡,NNG,3
포르토,NNP,3
삽입,NNG,3
코로나다,NNP,3
스물두,MMN,3
방방,MAG,3
중일,NNG,3
붙임성,NNG,3
약분,NNG,3
채점,NNG,3
교내,NNG,3
증정,NNG,3
긍휼,NNG,3
평안히,MAG,3
박해하,VV,3
쏜살같이,MAG,3
관리실,NNG,3
쿠팡이츠,NNG,3
흐흐흐,NNP,3
설민석,NNP,3
하차하,VV,3
선우은숙,NNP,3
숑,NNG,3
디지털화,NNG,3
돈벌기,NNG,3
여튼,NNP,3
죽도,NNG,3
만보기,NNG,3
하늘마,NNG,3
카파,NNG,3
불안정,NNG,3
고즈넉,MAG,3
함박스테이크,NNG,3
